id,name,branch,website,email,description
"diana_testcentres","DIANA Test Centre Network","diana","diana.nato.int","","180+ affiliated test centres across the allies where innovators de-risk, demonstrate and validate dual-use technology. The official site publishes the full country-by-country list; many centres (e.g. VTT, Fraunhofer, DLR, TÜBİTAK, INTA, CMRE) also appear elsewhere in this map as research bodies in their own right."
"ncia","NATO Communications & Information Agency (NCI Agency)","b_nato","ncia.nato.int","","NATO's C4ISR, cyber and IT acquisition and delivery agency; a major procurement channel via its NITEC industry engagement."
"nspa","NATO Support & Procurement Agency (NSPA)","b_nato","nspa.nato.int","","NATO's shared acquisition, logistics and life-cycle management agency; runs multinational support programmes."
"nato_sto","NATO Science & Technology Organization (STO)","b_nato","sto.nato.int","","The Alliance's collaborative defence science network; the largest of its kind, spanning seven technical panels."
"nato_cso","STO Collaboration Support Office (CSO)","b_nato","sto.nato.int","","Runs STO's collaborative research programme — technical teams, symposia and lecture series across the nations."
"nato_ocs","Office of the Chief Scientist","b_nato","nato.int","","Principal S&T adviser to NATO; steers the science and technology strategy."
"cmre","Centre for Maritime Research & Experimentation (CMRE)","b_nato","cmre.nato.int","","STO's sea-going maritime research centre — autonomy, undersea acoustics, AI and mine countermeasures."
"cnad","Conference of National Armaments Directors (CNAD)","b_nato","nato.int","","Senior forum where national armaments directors coordinate collaborative capability and armaments programmes."
"niag","NATO Industrial Advisory Group (NIAG)","b_nato","nato.int","","Channel for industry advice to the CNAD on armaments cooperation."
"nato_dipb","Defence Industrial Production Board (DIPB)","b_nato","nato.int","","Established under CNAD (2023) to boost Alliance production capacity and cohere demand; works with NIAG industry interface groups."
"nato_raap","Rapid Adoption Action Plan","b_nato","nato.int","","Endorsed at the 2025 Hague Summit — commits the Alliance to adopting new tech into forces within 24 months, operationalised via DIANA's Rapid Adoption Service."
"nato_gpss","NATO General Procurement Shared Services (GPSS)","b_nato","nato.int","","Consolidates the procurement requirements of multiple NATO entities to leverage economies of scale."
"nato_edt","Advisory Group on Emerging & Disruptive Technologies","b_nato","nato.int","","External expert advice to NATO on EDTs; feeds the AI, autonomy, quantum, space and biotech strategies."
"jwc","Joint Warfare Centre (JWC)","b_nato","jwc.nato.int","","Trains and exercises NATO commands; collective warfare development and experimentation."
"jftc","Joint Force Training Centre (JFTC)","b_nato","jftc.nato.int","","Delivers joint and combined training for the Alliance."
"jallc","Joint Analysis & Lessons Learned Centre (JALLC)","b_nato","jallc.nato.int","","NATO's analysis and lessons-learned centre, feeding transformation."
"jatec","NATO-Ukraine Joint Analysis, Training & Education Centre (JATEC)","b_nato","nato.int","","Draws battlefield lessons from Ukraine into NATO capability development."
"nato_coe","Centres of Excellence (COEs)","b_nato","nato.int","","Network of 30+ nationally-sponsored specialist COEs — e.g. CCDCOE (cyber, Tallinn), CMDR, StratCom (Riga), CIED, Cold Weather Operations and Maritime Security."
"nato_nif_ref","NATO Innovation Fund (NIF)","b_nato","nif.fund","","The Alliance's multi-sovereign VC (see Funding branch) — the capital arm of the NATO innovation ecosystem alongside DIANA."
"eda","European Defence Agency (EDA)","eu_inst","eda.europa.eu","","EU agency for capability development, research and collaborative armaments; now also aggregating member-state equipment demand."
"eu_defcom","Commissioner for Defence & Space / DG DEFIS","eu_inst","defence-industry-space.ec.europa.eu","","The EU's first Defence Commissioner (created 2024) and the directorate driving defence-industrial policy."
"defis","European Commission — DG DEFIS","eu_inst","defence-industry-space.ec.europa.eu","","Commission directorate for defence industry and space; runs EU defence-industrial policy."
"eu_safe","SAFE — Security Action for Europe","eu_inst","defence-industry-space.ec.europa.eu","","€150bn loan instrument (adopted May 2025) financing joint procurement in priority areas — missile defence, drones, cyber; first pillar of ReArm Europe."
"eu_readiness","Readiness 2030 / White Paper (ReArm Europe)","eu_inst","defence-industry-space.ec.europa.eu","","The 2025 framework mobilising up to €800bn for European defence and setting capability priorities to 2030."
"eu_edis","EDIS — Defence Industrial Strategy","eu_inst","defence-industry-space.ec.europa.eu","","The EU's first defence-industrial strategy (2024), setting the direction for a stronger, more integrated EDTIB."
"edf","European Defence Fund (EDF)","eu_inst","defence-industry-space.ec.europa.eu","","The EU's flagship R&D and capability co-funding instrument, delivered via DG DEFIS."
"eudis","EUDIS — EU Defence Innovation Scheme","eu_inst","eudis.eu","","The EDF's innovation strand: challenges, hackathons, a business accelerator and matchmaking for start-ups and SMEs."
"edip","EDIP / EDIRPA","eu_inst","defence-industry-space.ec.europa.eu","","Instruments incentivising joint procurement and scaling the EU defence-industrial base."
"asap_eu","ASAP (ammunition production)","eu_inst","defence-industry-space.ec.europa.eu","","Act in Support of Ammunition Production — boosts EU munitions manufacturing capacity."
"occar","OCCAR","eu_inst","occar.int","","European joint armaments organisation managing collaborative programmes (e.g. Boxer, A400M)."
"pesco","PESCO","eu_inst","pesco.europa.eu","","EU Permanent Structured Cooperation — collaborative capability projects among member states."
"satcen","EU Satellite Centre (SatCen)","eu_inst","satcen.europa.eu","","EU geospatial intelligence and space-based imagery service."
"asd","ASD Europe","eu_inst","asd-europe.org","","AeroSpace, Security & Defence Industries Association of Europe — the pan-European industry voice."
"fr_dga","DGA (Direction générale de l'armement)","eu_fr","defense.gouv.fr","","France's powerful defence procurement and technology agency."
"fr_aid","Agence de l'Innovation de Défense (AID)","eu_fr","defense.gouv.fr","","France's defence innovation agency — coordinates S&T, runs challenges and rapid innovation."
"fr_definvest","Definvest","eu_fr","bpifrance.fr","","Defence-investment fund (with Bpifrance) backing strategic French defence SMEs."
"fr_onera","ONERA","eu_fr","onera.fr","","The French aerospace research centre."
"fr_cnes","CNES","eu_fr","cnes.fr","","France's space agency; military space in partnership with the CDE (Commandement de l'Espace)."
"fr_dassault","Dassault Aviation","eu_fr","dassault-aviation.com","","Combat air prime — Rafale fighter and lead on the FCAS/NGF."
"fr_thales","Thales","eu_fr","thalesgroup.com","","France's defence-electronics giant — radar, optronics, C4ISR, cyber and secure communications."
"fr_naval","Naval Group","eu_fr","naval-group.com","","France's naval prime — submarines and surface combatants (35% Thales-owned)."
"fr_knds","KNDS France (Nexter)","eu_fr","knds.fr","","Land-systems prime — Caesar howitzer, Leclerc tank and the MGCS programme."
"fr_safran","Safran","eu_fr","safran-group.com","","Aero-engines, optronics and electronics (Safran Electronics & Defense)."
"fr_mbda","MBDA France","eu_fr","mbda-systems.com","","French arm of the European complex-weapons champion."
"fr_arianegroup","ArianeGroup","eu_fr","ariane.group","","France's strategic and space launchers, including the submarine-launched deterrent (M51)."
"fr_eurenco","Eurenco","eu_fr","eurenco.com","","Powders, explosives and energetic materials for munitions."
"fr_exail","Exail","eu_fr","exail.com","","Robotics, autonomy, navigation and drones (formerly ECA/iXblue)."
"fr_arquus","Arquus","eu_fr","arquus-defense.com","","Military land vehicles and mobility."
"de_baainbw","BAAINBw","eu_de","baainbw.de","","Federal Office for Bundeswehr Equipment, IT and In-Service Support — German defence procurement, now moving to an agile matrix structure."
"de_cihbw","Cyber Innovation Hub (CIHBw)","eu_de","cyberinnovationhub.de","","The Bundeswehr's innovation ‘do-tank’, bridging start-ups and the German armed forces."
"de_izbw","Innovationszentrum Bundeswehr","eu_de","bundeswehr.de","","New armed-forces innovation centre network (Erding/space, Kiel/naval, Bremen, Dresden/IT) launched 2026."
"de_bwi","BWI","eu_de","bwi.de","","The Bundeswehr's IT systems house delivering digital capability."
"de_dtec","dtec.bw / Cyber Cluster","eu_de","dtecbw.de","","Bundeswehr universities' research and transfer centre for dual-use tech."
"de_dlr","DLR","eu_de","dlr.de","","The German aerospace centre — aeronautics, space and security research."
"de_fraunhofer","Fraunhofer VVS (defence institutes)","eu_de","vvs.fraunhofer.de","","Fraunhofer's defence- and security-research institute group."
"de_rheinmetall","Rheinmetall","eu_de","rheinmetall.com","","Germany's largest defence company — armoured vehicles (Leopard, Boxer, Lynx), ammunition and air defence."
"de_knds","KNDS Deutschland","eu_de","knds.com","","Krauss-Maffei Wegmann side of KNDS — Leopard 2, PzH 2000 and the MGCS main battle tank programme."
"de_hensoldt","HENSOLDT","eu_de","hensoldt.net","","Sensor prime — radar, electronic warfare and optronics."
"de_diehl","Diehl Defence","eu_de","diehl.com","","Effectors and air defence (IRIS-T family)."
"de_mbdade","MBDA Deutschland","eu_de","mbda-systems.com","","German arm of the European missile champion — air defence and guided weapons."
"de_tkms","thyssenkrupp Marine Systems (TKMS)","eu_de","thyssenkrupp-marinesystems.com","","Submarines (Type 212/214) and naval surface vessels."
"de_hk","Heckler & Koch","eu_de","heckler-koch.com","","Small arms — rifles, pistols and grenade launchers."
"de_renk","Renk","eu_de","renk.com","","Military transmissions and drive systems for tanks and naval vessels."
"de_helsing","Helsing","eu_de","helsing.ai","","AI for defence — strike drones, electronic warfare and battlefield software; a leading European defence-tech firm."
"de_quantum","Quantum Systems","eu_de","quantum-systems.com","","Reconnaissance UAS (Vector) used by Ukraine and NATO forces."
"de_arx","ARX Robotics","eu_de","arxrobotics.com","","Uncrewed ground vehicles and autonomy for land forces."
"it_segredifesa","Segredifesa / DNA","eu_it","difesa.it","","Italy's Secretariat General of Defence and National Armaments Directorate — the procurement authority."
"it_leonardo","Leonardo","eu_it","leonardo.com","","Italy's anchor prime — helicopters (AW family), defence electronics, aircraft, and European lead on GCAP; ~300 SMEs sit around it."
"it_leonardo_labs","Italian defence research (CNR / CINECA links)","eu_it","difesa.it","","National research and HPC partnerships feeding defence S&T."
"it_fincantieri","Fincantieri","eu_it","fincantieri.com","","Europe's largest shipbuilder — frigates (FREMM), submarines (U212) and the underwater technology hub."
"it_mbdait","MBDA Italia","eu_it","mbda-systems.com","","Italian arm of the European missile champion (CAMM-ER, Aster, Marte)."
"it_elt","ELT Group (Elettronica)","eu_it","elettronicagroup.com","","Electronic warfare and defence electronics."
"it_avio","Avio","eu_it","avio.com","","Solid-rocket propulsion and space launch (Vega)."
"it_idv","Leonardo IDV (Iveco Defence Vehicles)","eu_it","ivecodefencevehicles.com","","Military land vehicles (Ariete, ASTRA) — acquired by Leonardo in 2025; basis of the Leonardo-Rheinmetall JV."
"it_beretta","Beretta Defence Technologies","eu_it","beretta.com","","The world's oldest firearms maker (1526) — small arms across Beretta, Benelli and Sako."
"it_rwm","RWM Italia (Rheinmetall)","eu_it","rwm-italia.com","","Munitions, bombs and energetic materials (Rheinmetall's Italian arm)."
"it_orizzonte","Orizzonte Sistemi Navali","eu_it","orizzontesn.it","","Fincantieri–Leonardo naval design and systems JV."
"nl_dmo","Defence Materiel Organisation (DMO)","eu_nl","defensie.nl","","Dutch defence procurement and materiel organisation, under the Ministry of Defence."
"nl_tno","TNO — Defence, Safety & Security","eu_nl","tno.nl","","Independent applied-research organisation with a major defence programme."
"nl_nldatahub","Netherlands Defence Innovation (NLD DIH)","eu_nl","defensie.nl","","Dutch defence innovation hub connecting start-ups, knowledge institutes and the armed forces."
"nl_damen","Damen Naval","eu_nl","damen.com","","Naval shipbuilder — frigates (ASWF), patrol and support vessels (Vlissingen)."
"nl_thalesnl","Thales Nederland","eu_nl","thalesgroup.com","","Naval radar (SMART-L MM, APAR), combat systems and sensors (Hengelo)."
"nl_fokker","Fokker (GKN Aerospace)","eu_nl","gknaerospace.com","","Aerostructures and F-35 component manufacture; Dutch aerospace heritage."
"nl_defenture","Defenture","eu_nl","defenture.com","","Lightweight air-transportable tactical vehicles (GRF/Vector)."
"nl_nlr","Royal NLR","eu_nl","nlr.org","","Netherlands Aerospace Centre — applied aerospace research."
"se_fmv","Sweden — FMV","eu_nordic","fmv.se","","Swedish Defence Materiel Administration — procurement and life-cycle management."
"se_foi","Sweden — FOI","eu_nordic","foi.se","","Swedish Defence Research Agency."
"se_innovation","Sweden — Defence Innovation Function","eu_nordic","forsvarsmakten.se","","New unified innovation function (Armed Forces with FMV, FOI and Vinnova) to field solutions in months."
"se_saab","Sweden — Saab","eu_nordic","saab.com","","Sweden's prime — Gripen fighters, GlobalEye AEW&C, missiles, sensors and submarines (Kockums)."
"se_kockums","Sweden — Saab Kockums","eu_nordic","saab.com","","Submarines (A26/Blekinge) and surface combatants."
"se_hagglunds","Sweden — BAE Systems Hägglunds","eu_nordic","baesystems.com","","Tracked combat vehicles (CV90, BvS10)."
"se_bofors","Sweden — BAE Systems Bofors","eu_nordic","baesystems.com","","Artillery (Archer) and precision munitions (Excalibur, BONUS)."
"se_gkn","Sweden — GKN Aerospace Sweden","eu_nordic","gknaerospace.com","","Military aero-engine components and propulsion (Trollhättan)."
"no_ndma","Norway — Defence Materiel Agency (NDMA)","eu_nordic","forsvarsmateriell.no","","Norwegian defence materiel and procurement agency."
"no_ffi","Norway — FFI","eu_nordic","ffi.no","","Norwegian Defence Research Establishment — drives triaxial gov–industry–research innovation."
"no_nammo","Norway — Nammo","eu_nordic","nammo.com","","Ammunition, rocket motors and energetics (Norwegian–Finnish state-owned)."
"no_kongsberg","Norway — Kongsberg Defence & Aerospace","eu_nordic","kongsberg.com","","Norway's prime — the Naval Strike Missile/JSM, remote weapon stations and C4ISR."
"no_andoya","Norway — Andøya Space Defence","eu_nordic","andoyaspace.no","","Sounding-rocket range and test facility supporting defence and space."
"no_kda_ventures","Norway — defence innovation & test","eu_nordic","forsvarsmateriell.no","","National test ranges and innovation routes linking FFI, industry and the armed forces."
"fi_puolustus","Finland — Defence Forces Logistics Command","eu_nordic","logistiikkalaitos.fi","","Finland's central authority for defence materiel acquisition, availability and system readiness."
"fi_patria","Finland — Patria","eu_nordic","patriagroup.com","","Finland's largest defence company — armoured vehicles (6x6/AMV), aviation MRO, C4ISR and mortars; state-owned (50.1%) with Kongsberg."
"fi_millog","Finland — Millog","eu_nordic","millog.fi","","Strategic maintenance partner to the Finnish Defence Forces for land, naval and sensor systems (Patria/Insta owned)."
"fi_insta","Finland — Insta Group","eu_nordic","insta.fi","","Defence electronics, C4ISR, cyber and life-cycle support; a strategic FDF partner."
"fi_bittium","Finland — Bittium","eu_nordic","bittium.com","","Secure tactical communications, software-defined radios and data-link systems (iMUGS2, Nordic C4I)."
"fi_sako","Finland — SAKO / Beretta Defence","eu_nordic","sako.fi","","Small arms and ammunition manufacturer."
"fi_nammo","Finland — Nammo (Finnish stake)","eu_nordic","nammo.com","","Ammunition and rocket motors; jointly owned by Patria and the Norwegian state."
"fi_vtt","Finland — VTT Technical Research Centre","eu_nordic","vttresearch.com","","National applied-research centre delivering defence S&T, sensing and dual-use technology."
"fi_decoi","Finland — DECOI (Nordic defence convening)","eu_nordic","patriagroup.com","","Patria-backed event connecting Finnish and Nordic defence firms, SMEs and research for exportable, NATO-aligned tech."
"dk_dalo","Denmark — DALO","eu_nordic","fmi.dk","","Danish Defence Acquisition & Logistics Organisation (FMI) — buys, maintains and phases out all Danish military equipment."
"dk_eifo","Denmark — EIFO","eu_nordic","eifo.dk","","Denmark's export and investment fund, active in defence and dual-use finance."
"dk_terma","Denmark — Terma","eu_nordic","terma.com","","Denmark's largest defence company — aerostructures (F-35), radar, self-protection and 30-year air-defence system integrator."
"dk_weibel","Denmark — Weibel Scientific","eu_nordic","weibel.dk","","Advanced Doppler radar for missile defence and space surveillance."
"dk_systematic","Denmark — Systematic","eu_nordic","systematic.com","","Battle-management software (SitaWare) used across NATO."
"dk_gomspace","Denmark — GomSpace","eu_nordic","gomspace.com","","Small-satellite and nanosatellite systems for defence and space."
"dk_dronecentre","Denmark — Odense drone centre / Acceleration Fund","eu_nordic","fmi.dk","","New national drone-training centre and a fast-track Acceleration Fund for rapid modernisation."
"ee_ecsc","Estonia — Estonian Centre for Defence Investment (ECDI/RKIK)","eu_baltic","kaitseinvesteeringud.ee","","Estonia's central defence procurement and investment agency."
"ee_defai","Estonia — MoD innovation & accelerateEstonia","eu_baltic","kaitseministeerium.ee","","Estonian MoD innovation efforts, a €100M+ defence fund and a fast-growing dual-use base."
"ee_milrem","Estonia — Milrem Robotics","eu_baltic","milremrobotics.com","","Europe's leading uncrewed ground vehicles (THeMIS, Type-X); leads the EU iMUGS programme."
"ee_threod","Estonia — Threod Systems","eu_baltic","threod.com","","Uncrewed aerial systems and drone launchers."
"ee_frankenburg","Estonia — Frankenburg Technologies","eu_baltic","frankenburg.tech","","Low-cost attritable interceptor missiles for air defence."
"ee_cyber","Estonia — Guardtime & Cybernetica","eu_baltic","guardtime.com","","Cyber, cryptography and distributed-verification firms anchoring Estonia's cyber base."
"ee_cr14","Estonia — CR14","eu_baltic","cr14.ee","","NATO-linked cyber range for training, exercises (Locked Shields) and defence-technology testing."
"ee_krattworks","Estonia — KrattWorks","eu_baltic","krattworks.com","","Reconnaissance and strike drones resistant to jamming; used in Ukraine."
"ee_ermistu","Estonia — Ermistu Defence Industrial Park","eu_baltic","kaitseinvesteeringud.ee","","Estonia's first dedicated ammunition-production park (from Dec 2025) — Nitrotol, Frankenburg, Infinitum Strike and Odin Defence."
"ee_edia","Estonia — Defence Industry Association (EDIA)","eu_baltic","defence.ee","","Association of ~200 Estonian defence firms; strong European Defence Fund participation."
"lv_vamoc","Latvia — National Defence Logistics & Procurement Centre","eu_baltic","mod.gov.lv","","Latvia's centralised defence procurement and materiel-supply authority, under the Ministry of Defence."
"lv_ascc","Latvia — Autonomous Systems Competence Centre","eu_baltic","mod.gov.lv","","Latvian Armed Forces centre for fielding and evaluating autonomous and counter-UAS systems at scale."
"lv_origin","Latvia — Origin Robotics","eu_baltic","origin-robotics.com","","Autonomous interceptor drones (BLAZE — first NATO-codified autonomous interceptor) and the BEAK precision munition."
"lv_edge","Latvia — Edge Autonomy","eu_baltic","edgeautonomy.io","","Uncrewed aerial systems and long-endurance ISR platforms; supplies across the Baltics and Ukraine."
"lv_defsecintel","Latvia — DefSecIntel Solutions","eu_baltic","defsecintel.com","","Counter-UAS, surveillance and autonomous border-security systems (EIRSHIELD)."
"lv_liaa","Latvia — Investment & Development Agency (LIAA, defence)","eu_baltic","liaa.gov.lv","","National agency supporting the growth and export of Latvia's defence-industry base."
"lt_dmf","Lithuania — Defence Materiel Agency","eu_baltic","kam.lt","","Lithuania's central defence materiel and acquisition agency, under the Ministry of National Defence."
"lt_granta","Lithuania — Granta Autonomy","eu_baltic","grantaautonomy.com","","FPV and reconnaissance drones; thousands delivered to the Lithuanian and Ukrainian armed forces."
"lt_deftools","Lithuania — Deftools","eu_baltic","deftools.eu","","Micro-class quadcopters and drone systems for the armed forces."
"lt_brolis","Lithuania — Brolis Defence / Semiconductors","eu_baltic","brolis-semicon.com","","Laser and photonics technology for sensing, countermeasures and communications."
"lt_ndma_ecosystem","Lithuania — defence-tech ecosystem","eu_baltic","kam.lt","","Government co-financing, rapid testing and investor-friendly rules driving drones, secure comms, sensors and space."
"lt_nib","Baltic dual-use finance (NIB facility)","eu_baltic","nib.int","","Nordic Investment Bank credit facilities funding Baltic defence tech (counter-drone, cyber, IT)."
"pl_armament","Poland — Armament Agency","eu_central","wojsko-polskie.pl","","Poland's central defence procurement agency (Agencja Uzbrojenia)."
"pl_wb","Poland — Łukasiewicz / research network","eu_central","lukasiewicz.gov.pl","","Polish research network driving domestic innovation and technology transfer."
"pl_pgz","Poland — PGZ (Polska Grupa Zbrojeniowa)","eu_central","grupapgz.pl","","Poland's state defence-industrial group — 50+ companies across land, air, naval and munitions; centre of Europe's ammunition build-out."
"pl_wbgroup","Poland — WB Group","eu_central","wbgroup.pl","","Poland's largest private defence firm — drones (Warmate, FlyEye), C4I (TOPAZ) and comms (FONET); ~90% of drone output exported."
"pl_hsw","Poland — Huta Stalowa Wola (HSW)","eu_central","hsw.pl","","Tracked vehicles and artillery — Krab howitzer, Borsuk IFV and Rak mortar (PGZ)."
"pl_bumar","Poland — ZM Bumar-Łabędy","eu_central","bumar.gliwice.pl","","K2PL tank production and Leopard/PT-91 servicing (PGZ)."
"pl_rosomak","Poland — Rosomak","eu_central","rosomak.eu","","Wheeled armoured personnel carriers (KTO Rosomak 8x8) (PGZ)."
"pl_mesko","Poland — Mesko","eu_central","mesko.com.pl","","Ammunition, rocket motors and the Piorun VSHORAD missile (PGZ)."
"pl_pitradwar","Poland — PIT-RADWAR","eu_central","pitradwar.com","","Radar, air-defence and C2 electronics (PGZ)."
"pl_pco","Poland — PCO","eu_central","pcosa.com.pl","","Night-vision, optronics and targeting systems (PGZ)."
"pl_stocznia","Poland — PGZ Stocznia Wojenna","eu_central","pgzsw.pl","","Naval shipbuilding — the Miecznik frigate and Orka submarine programmes (PGZ)."
"cz_avz","Czechia — Defence Armament & Acquisition Agency","eu_central","army.cz","","Czech defence procurement agency, under the Ministry of Defence."
"cz_csg","Czechia — Czechoslovak Group (CSG)","eu_central","czechoslovakgroup.cz","","Fast-growing defence-industrial group — vehicles, ammunition and systems (Tatra Defence, Excalibur Army)."
"cz_coltcz","Czechia — Colt CZ Group","eu_central","coltczgroup.com","","Firearms and small arms (CZ, Colt); expanding into ammunition."
"cz_vop","Czechia — VOP CZ","eu_central","vop.cz","","State-owned enterprise — ground-vehicle manufacture, servicing and modernisation (CV90 partner)."
"cz_lom","Czechia — LOM Praha","eu_central","lompraha.cz","","State-owned enterprise — helicopter overhaul, upgrades and military flight training."
"cz_aero","Czechia — Aero Vodochody","eu_central","aero.cz","","Aircraft manufacturer — the L-39NG jet trainer and aerostructures."
"cz_vtu","Czechia — Military Research Institutes (VTÚ / VVÚ)","eu_central","vtusp.cz","","State military technical and research institutes feeding Czech defence S&T."
"es_dgam","Spain — DGAM","eu_central","defensa.gob.es","","Directorate-General for Armament and Materiel — Spanish procurement."
"es_navantia","Spain — Navantia","eu_central","navantia.es","","State naval prime — frigates (F-110), submarines (S-80) and the LHD."
"es_indra","Spain — Indra","eu_central","indracompany.com","","Defence electronics, radar, EW and systems; a leading Spanish prime and FCAS pillar lead."
"es_santabarbara","Spain — Santa Bárbara Sistemas (GDELS)","eu_central","gdels.com","","Land combat vehicles (part of General Dynamics European Land Systems)."
"es_escribano","Spain — Escribano M&E / EM&E","eu_central","escribano.aero","","Optronics, remote weapon stations and precision systems; part of the EM&E group with Expal munitions."
"es_sener","Spain — SENER Aeroespacial","eu_central","aeroespacial.sener","","Systems engineering for space, guidance and defence."
"es_gmv","Spain — GMV","eu_central","gmv.com","","Space, C4ISR, cybersecurity and navigation systems."
"es_tecnobit","Spain — Tecnobit (Grupo Oesía)","eu_central","grupooesia.com","","Electro-optics, avionics, communications and simulation."
"pt_idd","Portugal — idD Portugal Defence","eu_central","iddportugal.pt","","State holding platform for the defence industrial base; manages state holdings and connects the armed forces, companies and research (NATO Innovation Fund partner)."
"pt_dgrdn","Portugal — DGRDN","eu_central","defesa.gov.pt","","Directorate-General for National Defence Resources — Portuguese defence resources and procurement."
"pt_ogma","Portugal — OGMA","eu_central","ogma.pt","","Aerostructures and aircraft MRO; authorised maintenance centre for Embraer, Lockheed Martin and Rolls-Royce; builds KC-390 sections."
"pt_edisoft","Portugal — Thales Edisoft","eu_central","edisoft.pt","","Combat systems, C2 software and systems integration across naval, air, space and cyber (Thales/idD)."
"pt_eid","Portugal — EID","eu_central","eid.pt","","Naval, tactical and military communications and systems integration (80% Cohort UK)."
"pt_arsenal","Portugal — Arsenal do Alfeite","eu_central","arsenaldoalfeite.pt","","State naval shipyard — construction, repair and modernisation."
"pt_tekever","Portugal — Tekever","eu_central","tekever.com","","Uncrewed aerial systems and AI-enabled ISR; a European defence-tech unicorn."
"pt_critical","Portugal — Critical Software","eu_central","criticalsoftware.com","","Safety- and mission-critical software for defence, space and security."
"ro_mapn","Romania — Ministry of National Defence (MApN)","eu_central","mapn.ro","","Plans and executes Romania's major NATO-standard acquisition programmes; contracts supervised by the National Agency for Public Procurement."
"ro_romarm","Romania — ROMARM","eu_central","romarm.ro","","Romania's state-owned defence industrial conglomerate (15 subsidiaries)."
"ro_aerostar","Romania — Aerostar","eu_central","aerostar.ro","","Aircraft MRO, upgrades and aerostructures."
"ro_romaero","Romania — Romaero","eu_central","romaero.com","","Aerostructures and aircraft maintenance (Bucharest)."
"ro_iar","Romania — IAR Brașov","eu_central","iar.ro","","Helicopter manufacture and MRO (IAR-330 Puma; H215 with Airbus)."
"ro_electromecanica","Romania — Electromecanica Ploiești","eu_central","elmec.ro","","Missiles, munitions and defence electro-mechanical systems."
"fr_gicat","France — GICAT / GIFAS / GICAN","eu_central","gicat.com","","France's defence-industry associations — land (GICAT), aerospace (GIFAS) and naval (GICAN); the gateway and voice for French industry."
"de_bdsv","Germany — BDSV / BDLI","eu_central","bdsv.eu","","Federation of German Security & Defence Industries (BDSV) and the aerospace association (BDLI) — the entry point and advocate for German firms."
"it_aiad","Italy — AIAD","eu_central","aiad.it","","Federation of Italian companies for aerospace, defence and security — the national industry association."
"es_tedae","Spain — TEDAE","eu_central","tedae.org","","Spanish association of defence, aeronautics, security and space technology companies."
"nl_nidv","Netherlands — NIDV","eu_central","nidv.eu","","The Netherlands Industries for Defence & Security foundation — matchmaking between government, knowledge institutes and industry."
"se_soff","Sweden — SOFF","eu_central","soff.se","","Swedish Security & Defence Industry Association — the collective voice and gateway for Swedish firms."
"no_fsi","Norway — FSi","eu_central","fsi.no","","Norwegian Defence and Security Industries Association — connects industry, the armed forces and government."
"fi_afda","Finland — AFDA (PIA)","eu_central","afda.fi","","Association of Finnish Defence and Aerospace Industries — the national industry gateway."
"dk_fad","Denmark — FAD","eu_central","fad.di.dk","","Danish Defence and Security Industries Association (part of DI)."
"be_bsdi","Belgium — BSDI (Agoria)","eu_central","agoria.be","","Belgian Security & Defence Industry group within Agoria — the sector's national representation."
"pl_piit","Poland — Polish Defence Industry Chamber (PIiP)","eu_central","przemysl-obronny.pl","","Poland's chamber of defence manufacturers — the national industry association and gateway."
"cz_aobp","Czechia — AOBP","eu_central","aobp.cz","","Defence & Security Industry Association of the Czech Republic — the national industry body."
"gr_sekpy","Greece — SEKPY","eu_central","sekpy.gr","","Hellenic Manufacturers of Defence Material Association — Greece's industry gateway."
"pt_danotec","Portugal — AED Cluster / DANOTEC","eu_central","aedcluster.com","","Portugal's aeronautics, space and defence cluster and industry associations."
"sk_mosr","Slovakia — Ministry of Defence (MO SR)","eu_central","mosr.sk","","Slovakia's defence procurement and acquisition authority; the sector contributed ~€2bn to GDP in 2025 and is expanding fast."
"sk_konstrukta","Slovakia — Konštrukta-Defence","eu_central","kotadef.sk","","State artillery designer — the Zuzana 2 155mm self-propelled howitzer (in service with Slovakia, Cyprus and Ukraine); part of DMD Group."
"sk_msm","Slovakia — MSM Group (CSG)","eu_central","msm.sk","","Ammunition, land systems and MRO — part of Czech CSG; runs MSM Land Systems and co-controls ZVS Holding; central to Slovakia's munitions expansion."
"sk_zts","Slovakia — ZTS-Špeciál / DMD Group","eu_central","dmdgroup.sk","","State defence-industrial holding — vehicles, weapons and the SAM-120 self-propelled mortar."
"sk_zvs","Slovakia — ZVS Holding","eu_central","zvsholding.sk","","Ammunition and munitions; central to Slovakia's large-calibre expansion."
"hu_hm","Hungary — Ministry of Defence / Defence Procurement","eu_central","kormany.hu","","Hungary's defence procurement, modernising under the Zrínyi programme."
"hu_n7","Hungary — N7 Defence (4iG)","eu_central","n7holding.com","","Hungary's first mixed public-private defence holding — small arms, munitions and MRO."
"hu_rheinmetall","Hungary — Rheinmetall Hungary","eu_central","rheinmetall.com","","Lynx IFV production (Zalaegerszeg) and munitions plants (Várpalota, Szeged)."
"bg_mod","Bulgaria — Ministry of Defence","eu_central","mod.bg","","Bulgaria's defence procurement authority."
"bg_vmz","Bulgaria — VMZ Sopot","eu_central","vmz.bg","","Bulgaria's largest state armaments factory (est. 1936) — ammunition, rockets and munitions; a 155mm gunpowder & shell joint venture with Rheinmetall was agreed in 2025 (SAFE-funded, targeted ~2027), though its structure was under review in early 2026."
"bg_arsenal","Bulgaria — Arsenal","eu_central","arsenal-bg.com","","Small arms and ammunition — one of the Balkans' largest producers."
